row,year,unc_status,comp_major,primary_major,data_science,prereqs,prior_exp,ap_principles,ap_a,other_comp,prior_time,languages,hours_online_social,hours_online_work,lesson_time,sync_perf,all_sync,flipped_class,no_hybrid,own_notes,own_examples,oh_visits,ls_effective,lsqs_effective,programming_effective,qz_effective,oh_effective,tutoring_effective,pace,difficulty,understanding,interesting,valuable,would_recommend
423,23,Incoming Transfer Student,No,Economics,No,"MATH 231, MATH 232, MATH 233, MATH 381, PHIL 155, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4
424,24,Returning UNC Student,No,Information Science,Yes,"MATH 130, MATH 231",None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,3,3,2,4,3,3,4,1,3,2,3,2,6,3,6,7,3,6,7,4
425,25,Incoming First-year Student,Yes - BA,Computer Science,No,"MATH 130, MATH 231",None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,7,3,3,3,1,7,7,2,7,7,7,5,6,,4,3,5,7,7,7
426,24,Returning UNC Student,Yes - Minor,Business,No,"MATH 231, MATH 232, STOR 155",2-6 months,Yes,No,No,None to less than one month!,Python,0 to 2 hours,3 to 5 hours,1,2,2,2,1,6,3,1,5,5,6,4,4,4,4,3,6,7,7,6
427,25,Freshman ,Yes - BS,Computer Science,Yes,MATH 232,None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,3,4,4,3,1,5,4,2,1,4,2,5,5,,7,5,3,5,5,4
428,24,Returning UNC Student,No,Statistics and Analytics,Yes,"MATH 231, MATH 232, MATH 233, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,5,1,1,1,3,7,4,1,6,6,7,6,7,4,5,3,6,7,7,7
429,24,Returning UNC Student,No,Neuroscience,No,"MATH 231, STOR 155",2-6 months,No,No,UNC,None to less than one month!,"Python, HTML / CSS",3 to 5 hours,5 to 10 hours,5,3,4,1,4,6,4,1,5,5,6,5,6,,5,5,4,4,7,7
430,25,Incoming First-year Student,No,Biology,Maybe,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,3,1,1,3,1,7,5,1,7,4,7,1,7,,5,4,5,7,7,7
431,24,Returning UNC Student,No,Psychology,No,"MATH 130, MATH 231",None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,1,2,2,2,2,1,3,2,6,6,6,5,7,7,6,7,2,5,5,4
432,24,Returning UNC Student,Yes - Minor,Information Science,No,"MATH 130, STOR 151, STOR 155",None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,2,1,1,1,1,6,7,2,4,3,4,2,7,,4,5,4,7,7,7
433,25,Incoming First-year Student,No,Computer Science,Maybe,"MATH 231, STOR 151",2-6 months,Yes,No,High school course (IB or other),1 month or so,"Python, JavaScript / TypeScript, HTML / CSS",5 to 10 hours,3 to 5 hours,2,3,3,3,3,4,4,1,5,5,5,6,5,5,6,5,4,5,5,5
434,24,Returning UNC Student,Yes - Minor,Business,Yes,"STOR 113, STOR 155",None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,5,5,6,4,3,6,6,1,7,7,7,5,7,,5,5,4,7,7,7
435,25,Incoming First-year Student,Yes - BS,Computer Science,No,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232",None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,2,7,6,7,6,5,3,1,5,4,5,5,6,6,6,6,3,7,7,6
436,25,Returning UNC Student,Yes - BS,Computer Science,Yes,"MATH 231, MATH 232",1-2 years,Yes,Yes,I took SAS in high school and got certified,2-6 months,"Python, Java / C#, JavaScript / TypeScript",3 to 5 hours,5 to 10 hours,1,4,4,1,1,4,7,0,7,7,7,2,,,7,4,5,7,7,7
437,25,Returning UNC Student,Yes - Minor,Economics,Maybe,"MATH 129P, MATH 231, STOR 151",None to less than one month!,,,,,,5 to 10 hours,10+ hours,4,4,4,3,3,6,5,3,7,5,7,5,7,4,5,5,5,7,7,7
438,24,Returning UNC Student,No,Economics,No,"MATH 129P, MATH 231, MATH 232, MATH 233, STOR 113, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,1,6,5,5,2,2,5,2,6,6,5,3,3,3,5,5,5,6,6,6
439,25,Incoming First-year Student,Yes - Minor,Statistics and Analytics,No,"MATH 129P, MATH 231, MATH 232, STOR 155",2-6 months,No,No,High school course (IB or other),None to less than one month!,"Python, C / C++",5 to 10 hours,5 to 10 hours,2,2,1,2,1,4,4,0,7,7,7,7,,,4,3,5,7,7,7
440,24,Returning UNC Student,No,Neuroscience,No,"MATH 231, MATH 232, MATH 233, PSYC 210, STOR 151",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,2,2,2,3,1,7,6,1,6,5,6,6,,,6,6,3,2,4,3
441,23,Returning UNC Student,No,Economics,Yes,"MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,7,4,4,1,1,7,4,1,7,5,4,5,4,4,5,4,4,4,5,4
442,23,Returning UNC Student,No,Psychology,No,"MATH 130, MATH 231, PSYC 210",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,3,4,1,2,1,7,5,3,7,6,7,4,5,5,7,6,3,5,7,3
443,25,Returning UNC Student,Yes - Minor,Business,No,"MATH 130, MATH 231, STOR 155",2-6 months,No,No,No,None to less than one month!,Python,10+ hours,10+ hours,6,3,2,1,1,5,2,4,5,5,5,5,7,7,6,4,4,7,7,3
444,23,Incoming Transfer Student,Yes - Minor,Neuroscience,Maybe,"MATH 231, MATH 232, PSYC 210",7-12 months,No,Yes,High school course (IB or other),None to less than one month!,JavaScript / TypeScript,5 to 10 hours,3 to 5 hours,1,2,2,2,1,6,4,1,4,5,7,5,6,4,4,4,6,5,5,6
445,25,Incoming First-year Student,No,Biology,No,"MATH 231, MATH 232, MATH 233",None to less than one month!,,,,,,3 to 5 hours,0 to 2 hours,3,6,4,5,3,1,3,2,5,7,7,5,4,4,5,6,3,3,5,6
446,24,Returning UNC Student,No,Neuroscience,No,"MATH 130, MATH 231, PSYC 210",None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,1,1,1,1,1,7,2,3,6,6,6,6,6,4,6,5,3,2,4,4
447,22,Returning UNC Student,No,Neuroscience,No,"MATH 130, MATH 210, MATH 231, MATH 232, PSYC 210",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,1,2,2,1,2,7,5,0,7,7,7,7,,,4,5,5,6,6,7
448,24,Returning UNC Student,Yes - BA,Computer Science,Maybe,"MATH 129P, MATH 231",None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,1,2,2,1,1,7,4,0,7,7,7,5,,7,6,3,7,7,7,7
449,24,Returning UNC Student,Yes - BA,Neuroscience,No,MATH 130,None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,2,2,2,5,2,6,5,2,7,6,7,6,6,6,6,3,6,6,6,6
450,24,Incoming Transfer Student,Yes - BS,Computer Science,Yes,"MATH 231, MATH 232, MATH 233, MATH 347",None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,1,2,2,2,1,6,6,3,7,7,7,5,6,4,6,5,5,6,7,7
451,25,Incoming First-year Student,Yes - BS,Mathematics,No,"MATH 130, MATH 231, MATH 232, MATH 233",2-6 months,No,No,Another college or community college,None to less than one month!,"Python, C / C++",3 to 5 hours,3 to 5 hours,2,2,1,2,1,3,5,0,7,6,6,6,,,4,3,6,7,7,7
452,25,Incoming First-year Student,No,Environmental Science/Studies,No,STOR 155,None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,6,5,3,4,2,7,2,1,4,6,2,2,6,,6,6,5,5,7,4
453,22,Returning UNC Student,No,Environmental Science/Studies,No,"MATH 231, MATH 232, STOR 155",2-6 months,No,No,No,None to less than one month!,R / Matlab / SAS,0 to 2 hours,3 to 5 hours,4,5,7,6,1,7,6,1,5,3,7,5,7,,5,5,5,6,3,4
454,25,Current First-Year Student,Yes - BS,Computer Science,Maybe,"MATH 129P, MATH 231, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,4,3,1,1,3,7,6,1,6,7,7,5,5,,6,5,6,7,7,7
455,24,Returning UNC Student,Yes - BS,Computer Science,Maybe,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232, MATH 233, STOR 155",None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,3,5,4,3,1,3,7,0,6,6,6,5,6,,5,3,6,7,6,7
456,25,Returning UNC Student,Yes - BS,Computer Science,No,"MATH 129P, MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,1,4,1,1,1,7,3,2,6,6,6,5,6,,5,5,5,5,7,7
457,23,Returning UNC Student,No,Economics,No,"MATH 231, STOR 155",7-12 months,Yes,No,UNC,None to less than one month!,"Python, JavaScript / TypeScript, HTML / CSS",3 to 5 hours,5 to 10 hours,1,3,4,1,4,7,3,1,5,6,6,6,6,6,4,5,3,4,6,4
458,22,Returning UNC Student,No,Neuroscience,No,"MATH 130, MATH 152, MATH 210, MATH 231, MATH 232, MATH 381, PSYC 210, PSYC 215, STOR 155",None to less than one month!,,,,,,10+ hours,10+ hours,1,1,1,2,1,3,3,1,4,4,6,2,7,,5,5,4,6,6,5
459,24,Returning UNC Student,Yes - BS,Computer Science,No,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, STOR 155",2-6 months,Yes,No,no,None to less than one month!,"Python, HTML / CSS",3 to 5 hours,3 to 5 hours,7,3,3,1,2,7,4,5,3,5,5,4,6,5,4,5,5,5,5,4
460,25,Returning UNC Student,Yes - BS,Computer Science,No,"MATH 232, MATH 233",7-12 months,No,Yes,On-line course,7-12 months,"Python, Java / C#, JavaScript / TypeScript, HTML / CSS",0 to 2 hours,3 to 5 hours,3,1,1,2,1,6,4,0,6,6,7,6,,,4,2,6,7,7,6
461,25,Returning UNC Student,Yes - BA,Business,Yes,"MATH 231, STOR 155",2-6 months,Yes,Yes,High school course (IB or other),1 month or so,JavaScript / TypeScript,3 to 5 hours,0 to 2 hours,1,7,3,4,4,4,4,3,4,4,4,4,4,4,4,4,5,4,4,6
462,25,Freshman,Yes - BA,Computer Science,No,MATH 130,2-6 months,No,No,Another college or community college,None to less than one month!,"Python, HTML / CSS",3 to 5 hours,5 to 10 hours,1,6,2,6,1,7,3,0,7,7,5,2,,,7,5,4,7,7,7
463,25,Incoming First-year Student,Yes - BS,Computer Science,Yes,"MATH 231, MATH 232, MATH 233",2-6 months,Yes,No,High school course (IB or other),None to less than one month!,Python,3 to 5 hours,3 to 5 hours,7,4,3,3,4,7,5,0,7,7,7,7,,,5,5,6,7,7,7
464,22,Returning UNC Student,No,Statistics and Analytics,No,"MATH 129P, MATH 231, MATH 232, MATH 233, MATH 347, PSYC 210, STOR 155",2-6 months,No,No,UNC,1 month or so,"Python, R / Matlab / SAS",0 to 2 hours,0 to 2 hours,1,2,2,2,2,2,3,0,7,5,7,5,,,5,4,6,6,6,6
465,24,Incoming Transfer Student,Yes - BA,Computer Science,No,MATH 130,2-6 months,No,No,Another college or community college,None to less than one month!,"Python, HTML / CSS",3 to 5 hours,5 to 10 hours,2,2,2,5,1,7,4,5,7,7,6,6,7,7,7,7,3,7,7,7
466,25,Incoming First-year Student,Yes - Minor,Statistics and Analytics,Maybe,"MATH 130, MATH 232",None to less than one month!,,,,,,None,0 to 2 hours,2,2,3,6,1,7,5,1,5,5,6,4,6,6,6,5,5,5,6,6
467,24,Returning UNC Student,No,Environmental Science/Studies,No,"MATH 231, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,5,2,2,1,1,7,5,1,5,5,5,6,7,6,7,6,5,3,5,3
468,25,Incoming First-year Student,Yes - BA,Computer Science,Maybe,"MATH 129P, MATH 130, MATH 210",None to less than one month!,,,,,,10+ hours,3 to 5 hours,4,7,7,7,4,4,4,3,5,4,6,2,7,,6,6,3,6,5,4
469,23,Returning UNC Student,No,Neuroscience,No,"MATH 231, MATH 232, STOR 120, STOR 151",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,4,1,1,2,1,7,2,1,7,6,7,7,7,7,4,4,6,7,4,4
470,25,Incoming First-year Student,Yes - BS,Computer Science,No,"MATH 231, MATH 232, PSYC 210, STOR 155",2-6 months,No,Yes,On-line course,1 month or so,"Python, JavaScript / TypeScript",3 to 5 hours,3 to 5 hours,7,1,1,1,4,5,4,0,6,5,6,6,,,4,1,7,5,5,5
471,23,Returning UNC Student,No,Statistics and Analytics,No,"MATH 129P, MATH 231, MATH 232, MATH 233, MATH 347, STOR 120",2-6 months,No,No,UNC,None to less than one month!,"Python, R / Matlab / SAS",0 to 2 hours,3 to 5 hours,4,7,7,1,1,7,6,1,7,6,7,5,6,,5,5,6,6,6,5
472,25,Returning UNC Student,Yes - BS,Computer Science,No,MATH 130,2-6 months,Yes,No,High school course (IB or other),None to less than one month!,"Python, JavaScript / TypeScript, HTML / CSS",5 to 10 hours,10+ hours,2,6,6,4,1,5,5,3,3,2,5,3,7,3,7,6,2,7,6,4
473,25,Returning UNC Student,Yes - BS,Computer Science,No,"MATH 231, MATH 232, STOR 112",1-2 years,No,No,High school course (IB or other),None to less than one month!,"Python, Java / C#, HTML / CSS",0 to 2 hours,3 to 5 hours,7,2,2,1,6,5,5,0,6,6,7,7,,,4,3,6,7,6,7
474,24,Returning UNC Student,No,Psychology,No,"MATH 129P, MATH 130, MATH 152, MATH 231, PSYC 210",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,1,6,4,5,1,6,5,4,7,7,7,6,7,4,5,5,3,6,6,6
475,25,Current First Year,No,Biology,Maybe,"MATH 231, MATH 232, MATH 233, STOR 155",None to less than one month!,,,,,,3 to 5 hours,10+ hours,5,4,5,2,4,5,4,3,5,5,5,4,,,6,5,4,5,5,6
476,25,Returning UNC Student,Yes - BA,Media and Journalism,No,"MATH 129P, MATH 231, MATH 232",2-6 months,Yes,No,No,1 month or so,"Python, HTML / CSS",0 to 2 hours,5 to 10 hours,1,2,2,5,4,7,3,1,7,7,7,7,5,,4,3,6,5,7,7
477,25,Returning UNC Student,No,Biology,Maybe,"MATH 129P, MATH 231, MATH 232, MATH 233, MATH 347, STOR 155",2-6 months,No,No,No,2-6 months,"Python, Java / C#, C / C++, JavaScript / TypeScript, R / Matlab / SAS, HTML / CSS",3 to 5 hours,3 to 5 hours,5,1,1,1,1,1,7,0,7,5,7,7,,,3,1,7,7,7,7
478,25,Incoming First-year Student,Yes - BS,Business,No,"MATH 129P, MATH 130, MATH 231, MATH 232, MATH 233",7-12 months,No,No,High school course (IB or other),1 month or so,"Java / C#, C / C++, BASIC",3 to 5 hours,5 to 10 hours,2,1,1,3,1,7,6,0,7,6,7,6,6,,4,2,6,7,7,7
479,23,Returning UNC Student,No,Neuroscience,No,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, PSYC 210",None to less than one month!,,,,,,5 to 10 hours,10+ hours,2,1,1,1,1,7,6,1,7,7,4,5,,7,6,6,5,6,6,6
480,25,Incoming First-year Student,Yes - BS,Computer Science,No,MATH 130,None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,2,2,1,4,1,3,6,2,6,5,7,4,7,4,5,3,4,7,6,7
481,25,Incoming First-year Student,Yes - BS,Statistics and Analytics,No,"MATH 129P, MATH 130, MATH 152, MATH 231, MATH 232, MATH 233, STOR 113, STOR 155",7-12 months,No,No,On-line course,2-6 months,"Python, Java / C#, C / C++, R / Matlab / SAS",0 to 2 hours,10+ hours,7,3,4,4,4,5,6,3,7,7,7,6,6,6,3,3,6,6,7,7
482,25,Returning UNC Student,Yes - BS,Computer Science,No,MATH 231,1-2 years,Yes,No,No,None to less than one month!,"Python, R / Matlab / SAS",3 to 5 hours,3 to 5 hours,1,2,2,1,1,2,4,0,7,7,7,7,,,4,3,7,7,7,7
483,23,Returning UNC Student,No,Psychology,No,MATH 130,2-6 months,No,No,None,2-6 months,"Java / C#, JavaScript / TypeScript, HTML / CSS, SQL",5 to 10 hours,3 to 5 hours,4,1,1,6,1,7,7,0,7,7,7,3,,,5,3,7,7,7,7
484,25,Incoming First-year Student,Yes - BS,Computer Science,Maybe,"MATH 129P, MATH 231, MATH 232, MATH 233",2-6 months,No,No,On-line course,1 month or so,"Python, JavaScript / TypeScript, HTML / CSS",3 to 5 hours,3 to 5 hours,1,5,6,4,2,7,7,0,5,4,6,5,,,3,2,7,7,7,6
485,25,Incoming First-year Student,No,Economics,Yes,"MATH 210, MATH 231",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,7,3,2,2,4,7,4,2,6,7,6,2,6,7,5,5,4,6,4,5
486,25,Incoming First-year Student,No,Economics,Yes,"MATH 231, MATH 232, MATH 233, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,7,3,4,1,1,7,4,0,7,7,7,5,7,,5,4,5,5,5,7
487,25,Incoming First-year Student,No,Statistics and Analytics,Yes,"MATH 231, MATH 232, MATH 233, STOR 155",None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,1,2,2,3,3,6,6,1,4,6,7,6,7,,5,4,5,6,6,7
488,25,Incoming First-year Student,Yes - BA,Earth Science,No,"MATH 129P, MATH 130, MATH 231",7-12 months,No,Yes,No,None to less than one month!,"Java / C#, HTML / CSS",3 to 5 hours,3 to 5 hours,1,1,1,1,1,2,6,0,7,7,7,6,,,4,2,6,7,7,6
489,24,Returning UNC Student,No,Political Science,Maybe,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,4,4,3,2,2,7,6,2,7,7,7,7,7,4,5,5,4,7,6,7
490,25,Incoming First-year Student,Yes - BA,Statistics and Analytics,Yes,"MATH 129P, MATH 231, MATH 232, MATH 233, MATH 381, STOR 155",2-6 months,Yes,Yes,UNC,1 month or so,"Python, Java / C#, JavaScript / TypeScript",0 to 2 hours,3 to 5 hours,3,2,2,3,2,7,5,0,6,6,6,6,,,4,4,5,7,6,7
491,24,Returning UNC Student,Yes - BA,Studio Art,No,"MATH 129P, MATH 231, MATH 232",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,2,2,3,4,1,6,6,0,6,6,7,6,,,4,5,6,7,7,7
492,25,Incoming First-year Student,Yes - BS,Computer Science,Yes,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232, STOR 155",1-2 years,Yes,Yes,High school course (IB or other),7-12 months,"Python, Java / C#, HTML / CSS",3 to 5 hours,5 to 10 hours,1,1,1,1,1,1,7,0,5,5,7,7,,,3,1,7,7,7,7
493,24,Returning UNC Student,No,Statistics and Analytics,No,"MATH 129P, MATH 231, MATH 232, MATH 233",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,7,2,2,5,2,7,7,0,7,7,7,7,,,6,4,5,7,7,7
494,24,Returning UNC Student,No,Psychology,No,STOR 151,None to less than one month!,,,,,,3 to 5 hours,10+ hours,2,1,1,1,1,7,3,5,4,1,1,5,7,7,7,7,1,5,5,1
495,24,Returning UNC Student,Yes - BA,Computer Science,Yes,"MATH 231, STOR 120",7-12 months,Yes,No,UNC,None to less than one month!,"Python, R / Matlab / SAS",5 to 10 hours,5 to 10 hours,1,1,1,1,1,1,4,0,2,2,7,1,,,4,2,7,5,7,6
496,25,Incoming First-year Student,Yes - BS,Computer Science,Maybe,"MATH 130, MATH 231, STOR 155",None to less than one month!,,,,,,0 to 2 hours,10+ hours,3,2,4,3,1,7,7,3,7,7,6,5,7,,6,6,6,7,7,6
497,24,Returning UNC Student,No,Psychology,No,PSYC 210,None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,2,1,1,1,1,4,2,0,3,7,2,3,,,7,7,1,5,1,1
498,25,Incoming First-year Student,Yes - BS,Computer Science,No,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232, MATH 233, STOR 113",2-6 months,Yes,No,High school course (IB or other),None to less than one month!,"Python, Java / C#, SQL",0 to 2 hours,3 to 5 hours,1,3,3,7,3,3,6,0,7,7,7,6,,,4,3,7,7,7,7
499,25,Incoming First-year Student,No,Neuroscience,No,"MATH 129P, MATH 231, MATH 232, STOR 155",7-12 months,No,No,High school course (IB or other),1 month or so,"Python, JavaScript / TypeScript, R / Matlab / SAS, HTML / CSS",3 to 5 hours,5 to 10 hours,1,1,1,1,1,4,5,0,5,5,6,6,,,5,5,5,4,2,7
500,24,Incoming First-year Student,No,Biology,No,"MATH 130, MATH 231",None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,5,2,1,6,1,6,6,0,7,6,7,6,,,5,3,6,7,7,7
501,23,Returning UNC Student,No,Communications,Yes,STOR 155,None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,5,6,6,3,4,7,4,5,4,4,3,3,4,,6,7,2,3,3,2
502,24,Returning UNC Student,No,Economics,Maybe,"MATH 129P, MATH 231, MATH 232",None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,1,1,2,4,1,6,5,3,6,6,6,5,7,,4,5,4,5,6,5
503,22,Returning UNC Student,No,Psychology,No,"MATH 129P, MATH 130, MATH 231, PSYC 210, STOR 155",None to less than one month!,,,,,,0 to 2 hours,10+ hours,7,4,3,1,2,7,2,2,6,5,7,5,6,,4,5,6,6,7,4
504,24,Returning UNC Student,No,Neuroscience,Maybe,"MATH 231, MATH 232, PSYC 210, STOR 155",None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,6,7,4,4,5,7,5,2,7,7,7,7,7,7,5,5,6,6,5,5
505,25,Incoming First-year Student,Yes - BS,Computer Science,Maybe,"MATH 129P, MATH 231",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,4,3,2,4,5,5,6,3,7,6,7,5,7,7,5,5,5,7,7,7
506,25,Incoming First-year Student,No,Chemistry,Maybe,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232, MATH 233, MATH 381, STOR 151, STOR 155",None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,7,7,7,7,7,7,6,0,5,5,5,5,6,,5,4,5,5,6,6
507,24,Returning UNC Student,No,Psychology,No,"MATH 129P, MATH 231, PSYC 210, STOR 151",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,2,2,2,1,1,7,4,3,6,6,6,3,6,,6,5,4,5,5,4
508,25,Returning UNC Student,Yes - BS,Computer Science,No,"MATH 231, MATH 232, MATH 233, STOR 155",7-12 months,Yes,No,High school course (IB or other),1 month or so,"Python, Java / C#, JavaScript / TypeScript",3 to 5 hours,3 to 5 hours,3,4,2,3,4,3,5,0,5,4,6,5,,,4,2,6,7,7,7
509,24,Incoming Transfer Student,Yes - BS,Computer Science,Yes,"MATH 231, MATH 232, MATH 233, MATH 347, MATH 381",2-6 months,No,No,Another college or community college,1 month or so,"Python, Java / C#, C / C++, Go",3 to 5 hours,None,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7
510,24,Returning UNC Student,Yes - Minor,Business,No,"MATH 129P, MATH 130, MATH 231, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,1,1,1,4,1,4,3,0,7,5,6,6,,,4,4,5,5,6,6
511,25,Incoming First-year Student,Yes - BS,Computer Science,No,"MATH 231, MATH 232, MATH 233, MATH 381, STOR 155",1-2 years,Yes,No,On-line course,2-6 months,Python,5 to 10 hours,5 to 10 hours,6,1,1,3,1,1,7,0,6,7,7,6,,,3,2,7,7,7,7
512,22,Returning UNC Student,No,Neuroscience,No,"MATH 231, MATH 232, MATH 233, PSYC 210, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,4,4,4,1,4,7,5,0,6,5,4,5,,,6,6,5,4,5,5
513,22,Returning UNC Student,No,Neuroscience,No,"MATH 130, MATH 231, MATH 232, MATH 233, PSYC 210, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,1,2,2,2,2,7,5,2,6,6,6,6,6,,4,4,5,5,3,3
514,24,Returning UNC Student,No,Neuroscience,No,"MATH 231, MATH 232",2-6 months,Yes,No,High school course (IB or other),None to less than one month!,"Python, JavaScript / TypeScript, HTML / CSS",3 to 5 hours,3 to 5 hours,7,3,2,1,1,7,5,2,7,5,4,4,7,,5,6,3,5,5,3
515,25,Incoming First-year Student,No,Psychology,No,STOR 155,None to less than one month!,,,,,,0 to 2 hours,10+ hours,4,6,5,4,1,6,3,3,5,5,2,3,,4,7,7,2,5,3,4
516,23,Incoming Transfer Student,No,Neuroscience,No,"MATH 210, MATH 231, MATH 232",None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,5,2,2,3,1,7,3,1,6,6,6,5,6,5,6,6,5,7,3,5
517,25,Incoming First-year Student,Yes - BS,Computer Science,Maybe,"MATH 130, MATH 231",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,7,5,5,3,1,4,5,3,5,7,7,6,7,5,5,4,6,7,7,6
518,24,Incoming Transfer Student,No,Psychology,No,"MATH 152, MATH 231",None to less than one month!,,,,,,3 to 5 hours,10+ hours,2,5,4,2,1,7,3,4,4,5,6,4,7,,6,7,1,5,6,2
519,22,Graduating Senior,No,Economics,No,"MATH 130, MATH 231, STOR 155",Over 2 years,No,Yes,UNC,1-2 years,"Python, Java / C#, JavaScript / TypeScript, R / Matlab / SAS",3 to 5 hours,5 to 10 hours,6,2,2,1,1,6,5,0,7,4,7,2,,,3,3,5,4,6,4
520,22,Returning UNC Student,No,Biology,No,"MATH 231, MATH 232, MATH 233, MATH 381",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,7,2,2,3,1,7,5,1,7,6,7,7,6,,4,3,6,7,7,7
521,25,Incoming First-year Student,Yes - BS,Computer Science,Maybe,"MATH 129P, MATH 231, MATH 232, MATH 381, STOR 155",7-12 months,Yes,Yes,UNC,2-6 months,"Python, Java / C#",3 to 5 hours,3 to 5 hours,4,4,3,3,2,5,5,0,4,5,6,5,,,4,5,4,6,6,6
522,25,Incoming First-year Student,No,Neuroscience,No,"MATH 152, MATH 231",None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,3,6,4,2,2,6,2,1,3,5,6,3,3,4,6,4,4,4,5,4
523,25,Returning UNC Student,Yes - BA,Computer Science,Maybe,MATH 130,None to less than one month!,,,,,,10+ hours,5 to 10 hours,5,1,1,1,1,7,5,3,7,2,7,4,7,6,7,7,3,7,7,5
524,24,Incoming Transfer Student,No,Psychology,Yes,"MATH 231, STOR 151",None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,2,3,1,3,1,7,7,0,7,7,7,6,6,,5,3,7,7,7,7
525,25,Incoming First-year Student,Yes - BS,Computer Science,No,MATH 130,2-6 months,No,Yes,No,None to less than one month!,Python,0 to 2 hours,5 to 10 hours,2,3,3,3,3,7,4,2,7,7,7,7,6,4,6,5,4,6,7,7
526,25,Incoming First-year Student,No,Undecided,No,"MATH 129P, MATH 130",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,3,7,5,5,1,6,6,0,5,4,7,2,,7,4,5,3,6,7,4
527,24,Returning UNC Student,Yes - BA,Computer Science,No,"MATH 130, MATH 231",None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,4,4,4,3,4,3,4,2,4,3,4,3,4,4,4,4,4,3,3,5
528,23,Returning UNC Student,No,Economics,Maybe,"MATH 129P, MATH 231, MATH 232, MATH 233, STOR 155",2-6 months,No,No,"Poli 281, Econ 400 at UNC",None to less than one month!,"Python, R / Matlab / SAS",3 to 5 hours,3 to 5 hours,4,1,1,2,1,7,5,1,7,7,7,7,7,,4,3,6,7,7,7
